Date,Open,High,Low,Close,Adj Close,Volume
2021-04-29,121053.000000,121498.000000,119703.000000,120066.000000,120066.000000,8500200
2021-04-30,120064.000000,120125.000000,118894.000000,118894.000000,118894.000000,11093200
2021-05-03,118951.000000,119904.000000,118528.000000,119209.000000,119209.000000,8888300
2021-05-04,119209.000000,119293.000000,117631.000000,117712.000000,117712.000000,8765500
2021-05-05,117725.000000,119734.000000,117725.000000,119564.000000,119564.000000,9059100
2021-05-06,119577.000000,119966.000000,119071.000000,119921.000000,119921.000000,8779600
2021-05-07,119922.000000,122038.000000,119922.000000,122038.000000,122038.000000,8865100
2021-05-10,122038.000000,122772.000000,121795.000000,121909.000000,121909.000000,8219100
2021-05-11,121904.000000,122964.000000,120145.000000,122964.000000,122964.000000,7988600
2021-05-12,122964.000000,122964.000000,119458.000000,119710.000000,119710.000000,9405200
2021-05-13,119711.000000,121426.000000,119711.000000,120706.000000,120706.000000,9356200
2021-05-14,120719.000000,122195.000000,120719.000000,121881.000000,121881.000000,10136300
2021-05-17,121880.000000,123074.000000,121680.000000,122938.000000,122938.000000,7408100
2021-05-18,122937.000000,123544.000000,122550.000000,122980.000000,122980.000000,7840100
2021-05-19,122976.000000,123013.000000,121595.000000,122636.000000,122636.000000,8825300
2021-05-20,122636.000000,122734.000000,122136.000000,122701.000000,122701.000000,7906400
2021-05-21,122701.000000,122799.000000,121760.000000,122592.000000,122592.000000,9493600
2021-05-24,122592.000000,124167.000000,122526.000000,124032.000000,124032.000000,8186300
2021-05-25,124032.000000,124696.000000,122701.000000,122988.000000,122988.000000,8914500
2021-05-26,122988.000000,124256.000000,122988.000000,123989.000000,123989.000000,8258400
2021-05-27,123989.000000,124537.000000,123470.000000,124367.000000,124367.000000,0
2021-05-28,124367.000000,125698.000000,124284.000000,125561.000000,125561.000000,8838500
2021-05-31,125561.000000,126216.000000,125540.000000,126216.000000,126216.000000,5946500
2021-06-01,126218.000000,128363.000000,126218.000000,128267.000000,128267.000000,12496100
2021-06-02,128268.000000,129601.000000,128167.000000,129601.000000,129601.000000,12781100
2021-06-04,129600.000000,130137.000000,129148.000000,130126.000000,130126.000000,9814800
2021-06-07,130125.000000,131190.000000,129498.000000,130776.000000,130776.000000,9655400
2021-06-08,130776.000000,130776.000000,129230.000000,129787.000000,129787.000000,10346600
2021-06-09,129800.000000,130882.000000,129281.000000,129907.000000,129907.000000,9833700
2021-06-10,129911.000000,130527.000000,129526.000000,130076.000000,130076.000000,8537900
2021-06-11,130076.000000,130294.000000,128678.000000,129441.000000,129441.000000,7748200
2021-06-14,129441.000000,131084.000000,129441.000000,130208.000000,130208.000000,8155700
2021-06-15,130208.000000,130436.000000,129304.000000,130091.000000,130091.000000,7211500
2021-06-16,130091.000000,130283.000000,128345.000000,129259.000000,129259.000000,12879400
2021-06-17,129259.000000,129919.000000,127576.000000,128057.000000,128057.000000,9664700
2021-06-18,128050.000000,128796.000000,127595.000000,128405.000000,128405.000000,12432000
2021-06-21,128405.000000,129412.000000,128048.000000,129265.000000,129265.000000,7333600
2021-06-22,129242.000000,129259.000000,127803.000000,128767.000000,128767.000000,9328000
2021-06-23,128769.000000,129901.000000,128182.000000,128428.000000,128428.000000,7988900
2021-06-24,128433.000000,129541.000000,128428.000000,129514.000000,129514.000000,7237000
2021-06-25,129513.000000,129748.000000,126697.000000,127256.000000,127256.000000,9363800
2021-06-28,127255.000000,128067.000000,126629.000000,127429.000000,127429.000000,8155600
2021-06-29,127429.000000,127507.000000,126184.000000,127327.000000,127327.000000,7777900
2021-06-30,127323.000000,127323.000000,126199.000000,126802.000000,126802.000000,9098600
2021-07-01,126802.000000,127204.000000,124994.000000,125666.000000,125666.000000,9292000
2021-07-02,125667.000000,127672.000000,125667.000000,127622.000000,127622.000000,7434800
2021-07-05,127622.000000,127633.000000,126531.000000,126920.000000,126920.000000,5255600
2021-07-06,126919.000000,126919.000000,124866.000000,125095.000000,125095.000000,7651300
2021-07-07,125096.000000,127249.000000,125094.000000,127019.000000,127019.000000,8151400
2021-07-08,127013.000000,127013.000000,124310.000000,125428.000000,125428.000000,8881400
2021-07-12,125428.000000,127782.000000,125428.000000,127594.000000,127594.000000,7421600
2021-07-13,127594.000000,128420.000000,126441.000000,128168.000000,128168.000000,7152000
2021-07-14,128169.000000,129620.000000,128085.000000,128407.000000,128407.000000,0
2021-07-15,128407.000000,128976.000000,126922.000000,127468.000000,127468.000000,7418600
2021-07-16,127468.000000,128010.000000,125808.000000,125960.000000,125960.000000,7355800
2021-07-19,125958.000000,125958.000000,123317.000000,124395.000000,124395.000000,9210200
2021-07-20,124395.000000,125631.000000,123631.000000,125401.000000,125401.000000,7627500
2021-07-21,125404.000000,126112.000000,125247.000000,125929.000000,125929.000000,7148900
2021-07-22,125930.000000,126428.000000,125416.000000,126147.000000,126147.000000,6480400
2021-07-23,126140.000000,126204.000000,124422.000000,125053.000000,125053.000000,6051800
2021-07-26,125058.000000,126214.000000,125006.000000,126004.000000,126004.000000,6325500
2021-07-27,126004.000000,126026.000000,123670.000000,124612.000000,124612.000000,7313800
2021-07-28,124615.000000,126712.000000,124542.000000,126286.000000,126286.000000,9038200
2021-07-29,126285.000000,126476.000000,124917.000000,125675.000000,125675.000000,7488400
2021-07-30,125672.000000,125673.000000,121748.000000,121801.000000,121801.000000,9399200
2021-08-02,121803.000000,124536.000000,121797.000000,122516.000000,122516.000000,8565400
2021-08-03,122516.000000,123765.000000,120807.000000,123577.000000,123577.000000,9391300
2021-08-04,123577.000000,123587.000000,121072.000000,121801.000000,121801.000000,9164200
2021-08-05,121801.000000,123541.000000,121128.000000,121633.000000,121633.000000,10913000
2021-08-06,121633.000000,123287.000000,121568.000000,122810.000000,122810.000000,7499200
